Rank,Order,Family,Species,Common names,GE Score,ED Score,EDGE Score,Conservation Attention,Region,Countries,Relevant Global Programme,IUCN Red List link
2802,,,Galea flavidens,Yellow-toothed Cavy,LC,8.524397275,2.253856641,,,,,
2803,,,Sorex ugyunak,Barren Ground Shrew,LC,8.518809666,2.253269806,,,,,
2804,,,Tursiops truncatus,"Common Bottlenose Dolphin, Bottle-nosed Dolphin, Bottlenose Dolphin, Bottlenosed Dolphin",LC,8.51379747,2.25274311,,,,,
2805,,,Leptomys ernstmayri,"Ernst Mayr's Leptomys, Ernst Mayr's Water Rat",LC,8.511321311,2.252482806,,,,,
2806,,,Pithecia pithecia,"Golden-faced Saki, Guianan Saki, White-faced Saki",LC,8.509857651,2.252328908,,,,,
2807,,,Phalanger orientalis,"Northern Common Cuscus, Common Phalanger, Grey Cuscus",LC,8.509780607,2.252320807,,,,,
2808,,,Sminthopsis virginiae,Red-cheeked Dunnart,LC,8.509470646,2.252288212,,,,,
2809,,,Carollia brevicauda,Silky Short-tailed Bat,LC,8.507828229,2.252115483,,,,,
2810,,,Pseudomys chapmani,"Western Pebble Mouse, Pilbara Pebble Mouse, Western Pebble-mound Mouse",LC,8.507467213,2.252077512,,,,,
2811,,,Microtus chrotorrhinus,"Rock Vole, Southern Rock Vole",LC,8.506155573,2.251939544,,,,,
2812,,,Gerbillus famulus,Black-tufted Gerbil,LC,8.505268113,2.251846183,,,,,
2813,,,Spermophilus xanthoprymnus,Asia Minor Ground Squirrel,NT,3.751104493,2.251524296,,,,,
2814,,,Lemniscomys barbarus,"Barbary Lemniscomys, Barbary Striped Grass Mouse",LC,8.501560106,2.251456007,,,,,
2815,,,Lemniscomys zebra,"Heuglin's Lemniscomys, Heuglin's Striped Grass Mouse, Heuglin's Lemniscomys",LC,8.501560106,2.251456007,,,,,
2816,,,Calomyscus baluchi,"Baluchi Brush-tailed Mouse, Baluchi Mouse-like Hamster",LC,8.49409889,2.250670436,,,,,
2817,,,Pseudomys delicatulus,"Delicate Mouse, Little Native Mouse",LC,8.489010657,2.250134356,,,,,
2818,,,Leptomys elegans,"Large Leptomys, Long-footed Rat, Long-footed Water Rat",LC,8.483361302,2.249538821,,,,,
2819,,,Grammomys kuru,"Eastern Rainforest Grammomys, Shining Thicket Rat",LC,8.481422777,2.249334387,,,,,
2820,,,Gerbillus simoni,Lesser Short-tailed Gerbil,LC,8.477434217,2.248913627,,,,,
2821,,,Gerbillus cheesmani,Cheesman's Gerbil,LC,8.475419694,2.248701045,,,,,
2822,,,Chaetodipus nelsoni,Nelson's Pocket Mouse,LC,8.46983549,2.248111535,,,,,
2823,,,Antechinus agilis,"Agile Antechinus, Normanby Antechinus",LC,8.469640745,2.24809097,,,,,
2824,,,Antechinus subtropicus,Subtropical Antechinus,LC,8.469640745,2.24809097,,,,,
2825,,,Phalanger intercastellanus,"Eastern Common Cuscus, Southern Common Cuscus",LC,8.462344069,2.24732014,,,,,
2826,,,Carollia subrufa,Gray Short-tailed Bat,LC,8.461292908,2.247209045,,,,,
2827,,,Myosorex varius,Forest Shrew,LC,8.461027419,2.247180984,,,,,
2828,,,Lophostoma evotis,Davis's Round-eared Bat,LC,8.460066804,2.247079445,,,,,
2829,,,Scleronycteris ega,Ega Long-tongued Bat,LC,8.458064054,2.246867717,,,,,
2830,,,Tamias ochrogenys,Yellow-cheeked Chipmunk,LC,8.452200441,2.246247565,,,,,
2831,,,Tamias ruficaudus,Red-tailed Chipmunk,LC,8.452200441,2.246247565,,,,,
2832,,,Grammomys cometes,Mozambique Thicket Rat,LC,8.444831822,2.245467695,,,,,
2833,,,Arvicanthis niloticus,African Grass Rat,LC,8.443987605,2.245378307,,,,,
2834,,,Petaurus australis,Yellow-bellied Glider,LC,8.43985376,2.244940489,,,,,
2835,,,Reithrodontomys gracilis,Slender Harvest Mouse,LC,8.433656564,2.24428378,,,,,
2836,,,Carollia sowelli,Sowell's Short-tailed Bat,LC,8.426542437,2.243529374,,,,,
2837,,,Gerbillus floweri,Flower's Gerbil,LC,8.424684373,2.243332244,,,,,
2838,,,Pseudomys apodemoides,Silky Mouse,LC,8.424311808,2.243292713,,,,,
2839,,,Scolomys melanops,South American Spiny Mouse,LC,8.419813907,2.242815333,,,,,
2840,,,Scolomys ucayalensis,Ucayali Spiny Mouse,LC,8.419813907,2.242815333,,,,,
2841,,,Delphinus delphis,"Short-beaked Common Dolphin, Atlantic Dolphin, Pacific Dolphin, Saddle-backed Dolphin, Short-beaked Saddleback Dolphin",LC,8.419695161,2.242802727,,,,,
2842,,,Dipodomys compactus,Gulf Coast Kangaroo Rat,LC,8.407671824,2.241525508,,,,,
2843,,,Arvicanthis rufinus,Guinean Arvicanthis,LC,8.395176452,2.240196414,,,,,
2844,,,Baiyankamys shawmayeri,Shaw Mayer's Water Rat,LC,8.393254764,2.239991853,,,,,
2845,,,Petaurista xanthotis,Chinese Giant Flying Squirrel,LC,8.393237645,2.239990031,,,,,
2846,,,Maxomys inas,"Malayan Mountain Maxomys, Malayan Mountain Spiny Rat",LC,8.393158599,2.239981616,,,,,
2847,,,Planigale gilesi,"Giles' Planigale, Paucident Planigale",LC,8.39307213,2.23997241,,,,,
2848,,,Petrogale inornata,Unadorned Rock Wallaby,LC,8.390471727,2.239695529,,,,,
2849,,,Reithrodontomys creper,Chiriqui Harvest Mouse,LC,8.387527418,2.239381938,,,,,
2850,,,Planigale ingrami,Long-tailed Planigale,LC,8.385434289,2.239158944,,,,,
2851,,,Sorex vagrans,Vagrant Shrew,LC,8.382558845,2.238852524,,,,,
2852,,,Proechimys echinothrix,,LC,8.377416132,2.238304259,,,,,
2853,,,Proechimys pattoni,,LC,8.377416132,2.238304259,,,,,
2854,,,Reithrodontomys brevirostris,Short-nosed Harvest Mouse,LC,8.376874531,2.238246502,,,,,
2855,,,Sorex haydeni,"Prairie Shrew, Hayden's Shrew",LC,8.376643251,2.238221837,,,,,
2856,,,Pipistrellus rusticus,Rusty Pipistrelle,LC,8.374770005,2.238022039,,,,,
2857,,,Gerbilliscus phillipsi,Phillip's Gerbil,LC,8.373402313,2.237876137,,,,,
2858,,,Irenomys tarsalis,"Chilean Climbing Mouse, Large-footed Irenomys",LC,8.371601838,2.237684036,,,,,
2859,,,Carollia castanea,Chestnut Short-tailed Bat,LC,8.371231848,2.237644555,,,,,
2860,,,Capreolus capreolus,"European Roe Deer, Roe Deer, Western Roe Deer",LC,8.369121066,2.237419289,,,,,
2861,,,Capreolus pygargus,"Eastern Roe Deer, Siberian Roe, Siberian Roe Deer",LC,8.369121066,2.237419289,,,,,
2862,,,Carollia perspicillata,Seba's Short-tailed Bat,LC,8.365816763,2.237066547,,,,,
2863,,,Lasiopodomys mandarinus,Mandarin Vole,LC,8.36211353,2.236671069,,,,,
2864,,,Macaca fascicularis,"Crab-eating Macaque, Cynomolgus Monkey, Long-tailed Macaque",LC,8.360128049,2.236458971,,,,,
2865,,,Erythrocebus patas,Patas Monkey,LC,8.357948991,2.236226142,,,,,
2866,,,Sorex nanus,Dwarf Shrew,LC,8.357349746,2.236162104,,,,,
2867,,,Planigale novaeguineae,"Papuan Planigale, New Guinean Planigale",LC,8.35600914,2.236018826,,,,,
2868,,,Sorex pacificus,Pacific Shrew,LC,8.354616559,2.235869971,,,,,
2869,,,Lophostoma brasiliense,Pygmy Round-eared Bat,LC,8.353018857,2.235699164,,,,,
2870,,,Arvicola amphibius,"Eurasian Water Vole, European Water Vole",LC,8.352352774,2.235627945,,,,,
2871,,,Arvicola scherman,,LC,8.352352774,2.235627945,,,,,
2872,,,Otomys unisulcatus,"Bush Vlei Rat, Karoo Bush Rat",LC,8.349115605,2.235281751,,,,,
2873,,,Lemniscomys rosalia,"Single-striped Grass Mouse, Single-striped Lemniscomys",LC,8.345737655,2.234920374,,,,,
2874,,,Praomys jacksoni,"Jackson's Praomys, Jackson's Soft-furred Mouse",LC,8.344586379,2.234797179,,,,,
2875,,,Maxomys hellwaldii,"Hellwald's Sulawesi Maxomys, Hellwald's Spiny Rat",LC,8.343479943,2.234678768,,,,,
2876,,,Petaurus norfolcensis,Squirrel Glider,LC,8.339069315,2.234206602,,,,,
2877,,,Meriones persicus,Persian Jird,LC,8.337173685,2.234003603,,,,,
2878,,,Meriones rex,King Jird,LC,8.337173685,2.234003603,,,,,
2879,,,Ellobius talpinus,Northern Mole Vole,LC,8.333810668,2.233643363,,,,,
2880,,,Lagenorhynchus obliquidens,Pacific White-sided Dolphin,LC,8.325147393,2.232714772,,,,,
2881,,,Sminthopsis dolichura,Little Long-tailed Dunnart,LC,8.324974934,2.232696277,,,,,
2882,,,Spermophilus madrensis,Sierra Madre Ground Squirrel,NT,3.661287186,2.232438811,,,,,
2883,,,Cynopterus nusatenggara,"Nusatenggara Short-nosed Fruit Bat, Nusatengarra Short-nosed Fruit Bat",LC,8.318978837,2.232053056,,,,,
2884,,,Lepus brachyurus,Japanese Hare,LC,8.315645789,2.23169533,,,,,
2885,,,Lepus mandshuricus,Manchurian Hare,LC,8.315645789,2.23169533,,,,,
2886,,,Eolagurus luteus,Yellow Steppe Lemming,LC,8.314826187,2.231607344,,,,,
2887,,,Eolagurus przewalskii,Przewalski's Steppe Lemming,LC,8.314826187,2.231607344,,,,,
2888,,,Wiedomys pyrrhorhinos,Red-nosed Mouse,LC,8.310620722,2.231155762,,,,,
2889,,,Pipistrellus rendalli,Rendall's Serotine,LC,8.302462369,2.230279136,,,,,
2890,,,Grammomys dolichurus,Woodland Thicket Rat,LC,8.301979807,2.23022726,,,,,
2891,,,Chaetodipus intermedius,Rock Pocket Mouse,LC,8.299502731,2.229960929,,,,,
2892,,,Heliosciurus rufobrachium,"Crab-eating Mongoose, Isabelline Red-legged Sun Squirrel, Red-legged Sun Squirrel",LC,8.299208241,2.229929261,,,,,
2893,,,Euryzygomatomys spinosus,Guiara,LC,8.298756029,2.229880631,,,,,
2894,,,Lepus starcki,Ethiopian Highland Hare,LC,8.298177356,2.229818398,,,,,
2895,,,Reithrodontomys darienensis,Darien Harvest Mouse,LC,8.296210246,2.229606817,,,,,
2896,,,Trinomys albispinus,White-spined Spiny Rat,LC,8.29502147,2.229478931,,,,,
2897,,,Gerbilliscus afra,Cape Gerbil,LC,8.293027469,2.229264384,,,,,
2898,,,Arvicanthis neumanni,Somali Grass Rat,LC,8.289727647,2.228909236,,,,,
2899,,,Sundasciurus tenuis,Slender Squirrel,LC,8.288845335,2.228814254,,,,,
2900,,,Trinomys myosuros,Mouse-tailed Spiny Rat,LC,8.287991489,2.228722328,,,,,
2901,,,Gerbilliscus kempi,Kemp's Gerbil,LC,8.285105578,2.228411566,,,,,
2902,,,Cynomops planirostris,Southern Dog-faced Bat,LC,8.282954673,2.228179888,,,,,
2903,,,Trinomys dimidiatus,Atlantic Spiny Rat,LC,8.278174365,2.2276648,,,,,
2904,,,Pipistrellus tenuipinnis,White-winged Serotine,LC,8.276251049,2.227457483,,,,,
2905,,,Lemniscomys linulus,"Senegal Lemniscomys, Senegal One-striped Grass Mouse",LC,8.275927211,2.227422572,,,,,
2906,,,Hybomys trivirgatus,"Temminck's Striped Mouse, West African Hybomys",LC,8.273457042,2.227156238,,,,,
2907,,,Ellobius tancrei,Zaisan Mole Vole,LC,8.272270805,2.227028312,,,,,
2908,,,Gerbillus rosalinda,Rosalinda Gerbil,LC,8.270445275,2.226831412,,,,,
2909,,,Reithrodontomys mexicanus,Mexican Harvest Mouse,LC,8.270440295,2.226830875,,,,,
2910,,,Pseudomys occidentalis,Western Mouse,LC,8.264491306,2.226188953,,,,,
2911,,,Genetta servalina,Servaline Genet,LC,8.26081916,2.225792507,,,,,
2912,,,Cynomops greenhalli,Greenhall's Dog-faced Bat,LC,8.260771933,2.225787407,,,,,
2913,,,Cynomops mexicanus,Mexican Dog-faced Bat,LC,8.260771933,2.225787407,,,,,
2914,,,Gerbilliscus nigricaudus,Black-tailed Gerbil,LC,8.260670162,2.225776418,,,,,
2915,,,Reithrodontomys rodriguezi,Rodriguez's Harvest Mouse,LC,8.260449775,2.225752619,,,,,
2916,,,Lophostoma silvicolum,White-throated Round-eared Bat,LC,8.254632739,2.225124263,,,,,
2917,,,Prionailurus bengalensis,Leopard Cat,LC,8.249463444,2.224565544,,,,,
2918,,,Hybomys univittatus,"Peters' Hybomys, Peters' Striped Mouse",LC,8.246430747,2.224237612,,,,,
2919,,,Pseudomys nanus,Western Chestnut Mouse,LC,8.239340271,2.223470484,,,,,
2920,,,Lepus microtis,African Savanna Hare,LC,8.237856188,2.223309844,,,,,
2921,,,Lepus saxatilis,"Scrub Hare, Savannah Hare",LC,8.237856188,2.223309844,,,,,
2922,,,Chalinolobus nigrogriseus,Hoary Wattled Bat,LC,8.233501726,2.222838362,,,,,
2923,,,Gerbillus henleyi,Pygmy Gerbil,LC,8.232415564,2.222720722,,,,,
2924,,,Grammomys ibeanus,Ruwenzori Thicket Rat,LC,8.224788022,2.221894211,,,,,
2925,,,Sundasciurus samarensis,Samar Squirrel,LC,8.222808283,2.221679577,,,,,
2926,,,Heteromys australis,Southern Spiny Pocket Mouse,LC,8.217107511,2.221061269,,,,,
2927,,,Lasiopodomys brandtii,Brandt's Vole,LC,8.208773553,2.220156677,,,,,
2928,,,Arvicanthis nairobae,Nairobi Grass Rat,LC,8.207306284,2.21999733,,,,,
2929,,,Lasiopodomys fuscus,"Smokey Vole, Plateau Vole",LC,8.205457147,2.219796476,,,,,
2930,,,Chalinolobus morio,Chocolate Wattled Bat,LC,8.203338744,2.219566325,,,,,
2931,,,Ellobius fuscocapillus,"Afghan Mole-vole, Quetta Mole-vole, Southern Mole Vole",LC,8.201285694,2.219343224,,,,,
2932,,,Gerbillus poecilops,Large Aden Gerbil,LC,8.195119201,2.218672822,,,,,
2933,,,Gerbilliscus guineae,Guinea Gerbil,LC,8.193336059,2.21847888,,,,,
2934,,,Sminthopsis murina,"Common Dunnart, Slender-tailed Dunnart",LC,8.182453549,2.21729444,,,,,
2935,,,Sminthopsis gilberti,Gilbert's Dunnart,LC,8.179625669,2.216986427,,,,,
2936,,,Otomys irroratus,"Southern African Vlei Rat, Vlei Rat",LC,8.177616293,2.216767508,,,,,
2937,,,Mus pahari,"Gairdner's Shrewmouse, Sikkim Mouse",LC,8.174741556,2.216454225,,,,,
2938,,,Lonchothrix emiliae,Tuft-tailed Spiny Tree Rat,LC,8.173167826,2.216282682,,,,,
2939,,,Pseudomys patrius,"Eastern Pebble Mouse, Country Mouse, Queensland Pebble-mound Mouse",LC,8.164882147,2.215379022,,,,,
2940,,,Gerbilliscus robustus,"Fring-tailed Gerbil, Fringe-tailed Gerbil",LC,8.160697122,2.214922281,,,,,
2941,,,Pipistrellus deserti,Egyptian Pipistrelle,LC,8.159706045,2.214814087,,,,,
2942,,,Gerbillus campestris,North African Gerbil,LC,8.152421264,2.214018463,,,,,
2943,,,Lemniscomys bellieri,"Bellier's Lemniscomys, Bellier's Striped Grass Mouse, Bellier's Lemniscomys",LC,8.146881562,2.213413008,,,,,
2944,,,Gerbillus rupicola,Rupicolous Gerbil,LC,8.139985791,2.212658831,,,,,
2945,,,Procolobus rufomitratus,"Eastern Red Colobus, Tana River Red Colobus",LC,8.139490482,2.212604638,,,,,
2946,,,Otomys laminatus,Laminate Vlei Rat,LC,8.135790029,2.21219967,,,,,
2947,,,Gerbilliscus brantsii,Highveld Gerbil,LC,8.134013555,2.212005199,,,,,
2948,,,Andinomys edax,Andean Mouse,LC,8.133036795,2.211898256,,,,,
2949,,,Dasyprocta leporina,"Red-rumped Agouti, Brazilian Agouti",LC,8.13111308,2.211687602,,,,,
2950,,,Gerbillus nigeriae,Nigerian Gerbil,LC,8.126188093,2.211148093,,,,,
2951,,,Glossophaga soricina,Pallas's Long-tongued Bat,LC,8.122153354,2.21070589,,,,,
2952,,,Trinomys setosus,Hairy Spiny Rat,LC,8.113926773,2.209803658,,,,,
2953,,,Glossophaga commissarisi,Commissaris's Long-tongued Bat,LC,8.112096618,2.209602829,,,,,
2954,,,Heliosciurus gambianus,Gambian Sun Squirrel,LC,8.109379592,2.209304607,,,,,
2955,,,Callicebus caligatus,"Titi Monkey, Booted Titi, Chestnut-bellied Titi",LC,8.108105697,2.209164753,,,,,
2956,,,Heliosciurus mutabilis,Mutable Sun Squirrel,LC,8.105703969,2.208901027,,,,,
2957,,,Proechimys cuvieri,Cuvier's Spiny Rat,LC,8.105236331,2.208849669,,,,,
2958,,,Gerbilliscus validus,Savanna Gerbil,LC,8.099953482,2.208269302,,,,,
2959,,,Maxomys alticola,"Bornean Mountain Maxomys, Mountain Spiny Rat",LC,8.098792973,2.208141764,,,,,
2960,,,Lophostoma carrikeri,Carriker's Round-eared Bat,LC,8.092033189,2.207398556,,,,,
2961,,,Proechimys guyannensis,Cayenne Spiny Rat,LC,8.086733026,2.206815441,,,,,
2962,,,Aepeomys lugens,Olive Montane Mouse,LC,8.084015195,2.206516297,,,,,
2963,,,Handleyomys fuscatus,Dusky Montane Mouse,LC,8.084015195,2.206516297,,,,,
2964,,,Chinchillula sahamae,Altiplano Chincilla Mouse,LC,8.083907909,2.206504486,,,,,
2965,,,Tadarida teniotis,European Free-tailed Bat,LC,8.079855125,2.206058237,,,,,
2966,,,Microtus clarkei,Clarke's Vole,LC,8.075021962,2.2055258,,,,,
2967,,,Sundasciurus jentinki,Jentink's Squirrel,LC,8.073854168,2.20539711,,,,,
2968,,,Suncus megalura,Climbing Shrew,LC,8.072592338,2.205258038,,,,,
2969,,,Hybomys planifrons,"Liberian Forest Hybomys, Miller's Striped Mouse",LC,8.066874256,2.20462758,,,,,
2970,,,Zalophus californianus,Californian Sea Lion,LC,8.064178276,2.204330192,,,,,
2971,,,Rhagomys longilingua,,LC,8.058134741,2.20366322,,,,,
2972,,,Presbytis femoralis,"Banded Surili, Banded Langur, Banded Leaf Monkey",NT,3.528352059,2.20350527,,,,,
2973,,,Gerbillus harwoodi,Harwood's Gerbil,LC,8.054429815,2.20325412,,,,,
2974,,,Crocidura attila,Hun Shrew,LC,8.050977372,2.202872749,,,,,
2975,,,Dasyprocta punctata,Central American Agouti,LC,8.043308081,2.202025046,,,,,
2976,,,Sorex hoyi,"American Pygmy Shrew, Pygmy Shrew",LC,8.04199868,2.201880243,,,,,
2977,,,Paramelomys moncktoni,"Moncton's Paramelomys, Moncton's Mosaic-tailed Rat",LC,8.03649728,2.20127163,,,,,
2978,,,Trachypithecus obscurus,"Dusky Leaf-monkey, Dusky Langur, Dusky Leaf Monkey, Spectacled Langur, Spectacled Leaf Monkey, Spectactled Langur",NT,3.517037241,2.201003482,,,,,
2979,,,Lemniscomys griselda,"Griselda's Lemniscomys, Griselda's Striped Grass Mouse, Griselda's Lemniscomys",LC,8.032712712,2.200852733,,,,,
2980,,,Tamias canipes,Gray-footed Chipmunk,LC,8.02009141,2.199454468,,,,,
2981,,,Tamias durangae,Durango Chipmunk,LC,8.02009141,2.199454468,,,,,
2982,,,Sundasciurus hoogstraali,Busuanga Squirrel,LC,8.018800109,2.1993113,,,,,
2983,,,Neotomys ebriosus,Andean Swamp Rat,LC,8.017853602,2.199206346,,,,,
2984,,,Antechinus leo,Cinnamon Antechinus,LC,8.016572217,2.199064242,,,,,
2985,,,Chilomys instans,Colombian Forest Mouse,LC,8.006498297,2.19794635,,,,,
2986,,,Presbytis siamensis,"White-thighed Surili, Pale-thighed Langur",NT,3.499802582,2.197180706,,,,,
2987,,,Melomys obiensis,"Obi Island Melomys, Obi Mosaic-tailed Rat",LC,7.994247658,2.196585224,,,,,
2988,,,Otomys saundersiae,Saunder's Vlei Rat,LC,7.99391925,2.19654871,,,,,
2989,,,Heliosciurus ruwenzorii,Ruwenzori Sun Squirrel,LC,7.992367047,2.196376112,,,,,
2990,,,Uromys anak,"Black-tailed Giant Rat, Giant Naked-tailed Rat",LC,7.988508397,2.195946917,,,,,
2991,,,Proechimys guairae,Guaira Spiny Rat,LC,7.986061234,2.195674625,,,,,
2992,,,Sorex preblei,Preble's Shrew,LC,7.985126634,2.195570614,,,,,
2993,,,Melomys dollmani,"Dollman's Melomys, Long-tailed Melomys, Slender Mosaic-tailed Rat",LC,7.979593214,2.194954582,,,,,
2994,,,Sundasciurus juvencus,Northern Palawan Tree Squirrel,LC,7.979127746,2.194902745,,,,,
2995,,,Dasyprocta prymnolopha,Black-rumped Agouti,LC,7.970769579,2.193971467,,,,,
2996,,,Gerbillus dasyurus,Wagner's Gerbil,LC,7.96858518,2.193727936,,,,,
2997,,,Gerbillus latastei,Lataste's Gerbil,LC,7.968581645,2.193727541,,,,,
2998,,,Gerbillus nanus,"Dwarf Gerbil, Baluchistan Gerbil",LC,7.967086907,2.193560864,,,,,
2999,,,Crocidura jacksoni,Jackson's Shrew,LC,7.965725426,2.193409021,,,,,
3000,,,Pipistrellus hesperidus,,LC,7.964437837,2.193265399,,,,,
3001,,,Pipistrellus kuhlii,Kuhl's Pipistrelle,LC,7.964437837,2.193265399,,,,,
3002,,,Chalinolobus gouldii,Gould's Wattled Bat,LC,7.949422556,2.191589011,,,,,
3003,,,Gerbillus aquilus,Swarthy Gerbil,LC,7.945095425,2.191105385,,,,,
3004,,,Maxomys panglima,"Palawan Maxomys, Palawan Spiny Rat",LC,7.936961735,2.190195681,,,,,
3005,,,Ellobius lutescens,"Mountain Mole Vole, Transcaucasian Mole Vole",LC,7.935695,2.19005393,,,,,
3006,,,Abrawayaomys ruschii,Rushi's Rat,LC,7.933617075,2.18982136,,,,,
3007,,,Raphicerus melanotis,Cape Grysbok,LC,7.930912885,2.189518616,,,,,
3008,,,Lagorchestes conspicillatus,"Spectacled Hare Wallaby, Spectacled Hare-wallaby",LC,7.930426432,2.189464146,,,,,
3009,,,Thylogale billardierii,"Tasmanian Pademelon, Red-bellied Pademelon",LC,7.930028561,2.189419593,,,,,
3010,,,Funisciurus carruthersi,Carruther's Mountain Squirrel,LC,7.926709182,2.189047814,,,,,
3011,,,Funisciurus anerythrus,"Redness Tree Squirrel, Thomas's Rope Squirrel",LC,7.923598621,2.188699298,,,,,
3012,,,Microtus richardsoni,Water Vole,LC,7.91798425,2.18806994,,,,,
3013,,,Microtus xanthognathus,Taiga Vole,LC,7.91798425,2.18806994,,,,,
3014,,,Sundasciurus steerii,Southern Palawan Tree Squirrel,LC,7.917160768,2.187977596,,,,,
3015,,,Thrichomys apereoides,Punare,LC,7.908572123,2.187013973,,,,,
3016,,,Thrichomys inermis,,LC,7.908572123,2.187013973,,,,,
3017,,,Thrichomys pachyurus,,LC,7.908572123,2.187013973,,,,,
3018,,,Lasiurus cinereus,"Hawaiian Hoary Bat, Hoary Bat",LC,7.906698129,2.186803592,,,,,
3019,,,Makalata didelphoides,Brazilian Spiny Tree Rat,LC,7.906474896,2.186778529,,,,,
3020,,,Eothenomys wardi,"Ward's Red-backed Vole, Ward's Chinese Vole, Ward's Oriental Vole",NT,3.451271687,2.186337008,,,,,
3021,,,Sylvisorex ollula,"Forest Musk Shrew, Greater Forest Shrew",LC,7.892109044,2.185164259,,,,,
3022,,,Vespadelus caurinus,Northern Cave Bat,LC,7.883688158,2.184216804,,,,,
3023,,,Crocidura latona,"Latona Shrew, Latona's Shrew",LC,7.883007114,2.184140139,,,,,
3024,,,Nyctereutes procyonoides,Racoon Dog,LC,7.872139452,2.182915968,,,,,
3025,,,Pappogeomys bulleri,Buller's Pocket Gopher,LC,7.864351269,2.182037758,,,,,
3026,,,Gerbillus amoenus,Pleasant Gerbil,LC,7.85797538,2.181318226,,,,,
3027,,,Crocidura lasiura,Ussuri Shrew,LC,7.856631498,2.1811665,,,,,
3028,,,Proechimys brevicauda,"Huallaga Spiny Rat, Huallago Spiny Rat",LC,7.855704915,2.181061875,,,,,
3029,,,Sorex longirostris,Southeastern Shrew,LC,7.85454324,2.180930688,,,,,
3030,,,Mammelomys rattoides,"Lowland Mammelomys, Large Melomys, Large Mosaic-tailed Rat",LC,7.853932542,2.180861715,,,,,
3031,,,Chiropodomys gliroides,Pencil-tailed Tree Mouse,LC,7.852873258,2.180742068,,,,,
3032,,,Apodemus agrarius,Striped Field Mouse,LC,7.852040515,2.180647999,,,,,
3033,,,Apodemus chevrieri,Chevrier's Field Mouse,LC,7.852040515,2.180647999,,,,,
3034,,,Procapra gutturosa,"Mongolian Gazelle, Dzeren",LC,7.851834741,2.180624753,,,,,
3035,,,Myotis pequinius,Peking Myotis,LC,7.846027657,2.179968506,,,,,
3036,,,Nyctimene certans,"Mountain Tube-nosed Bat, Mountain Tube-nosed Fruit Bat",LC,7.837163084,2.178965907,,,,,
3037,,,Sorex monticolus,"Dusky Shrew, Montane Shrew",LC,7.828737714,2.17801205,,,,,
3038,,,Proechimys urichi,Sucre Spiny Rat,LC,7.822805542,2.177339908,,,,,
3039,,,Glossophaga morenoi,Western Long-tongued Bat,LC,7.822334847,2.177286557,,,,,
3040,,,Funisciurus pyrropus,Fire-footed Rope Squirrel,LC,7.815295769,2.176488368,,,,,
3041,,,Callithrix kuhlii,"Wied's Black-tufted-ear Marmoset, Wied's Marmoset",NT,3.405671424,2.176039851,,,,,
3042,,,Sorex ornatus,Ornate Shrew,LC,7.809944224,2.175881109,,,,,
3043,,,Sciurus richmondi,Richmond's Squirrel,NT,3.404301844,2.175728936,,,,,
3044,,,Blarinomys breviceps,Brazilian Shrew Mouse,LC,7.807874144,2.17564611,,,,,
3045,,,Lissonycteris angolensis,"Angolan Fruit Bat, Angolan Rousette",LC,7.807807038,2.175638492,,,,,
3046,,,Pteropus tonganus,"Pacific Flying Fox, Insular Flying-fox",LC,7.80599655,2.175432916,,,,,
3047,,,Vespadelus troughtoni,"Eastern Cave Bat, Troughton's Forest Bat",LC,7.804606757,2.17527508,,,,,
3048,,,Clyomys laticeps,Broad-headed Spiny Rat,LC,7.803638949,2.175165153,,,,,
3049,,,Glossophaga leachii,"Gray Long-tongued Bat, Gray's Long-tongued Bat",LC,7.800477079,2.174805934,,,,,
